timestamp,sender,message,contact
2022-10-15 22:15:00,Krishna,You don't have to blame yourself or sehersha for it,WhatsApp Chat with Krishna
2022-10-15 22:15:00,Krishna,Ohh,WhatsApp Chat with Krishna
2022-10-15 22:15:00,Krishna,Ohh,WhatsApp Chat with Krishna
2022-10-15 22:15:00,Krishna,Yes right,WhatsApp Chat with Krishna
2022-10-15 22:16:00,Krishna,You are so good,WhatsApp Chat with Krishna
2022-10-15 22:16:00,Krishna,Like that's so mature,WhatsApp Chat with Krishna
2022-10-15 23:49:00,Ayush,BHAI,WhatsApp Chat with Krishna
2022-10-15 23:49:00,Ayush,SEHERSHA KUCH BHI BOL RAHI HAI INSTA PE,WhatsApp Chat with Krishna
2022-10-15 23:49:00,Ayush,BRINGING UP WEIRD TOPICS LIKE,WhatsApp Chat with Krishna
2022-10-15 23:50:00,Ayush,WHAT IF CHEESE CUBES WEREN'T CUBES,WhatsApp Chat with Krishna
2022-10-16 10:37:00,Krishna,What did you say,WhatsApp Chat with Krishna
2022-10-16 10:41:00,Krishna,Lol,WhatsApp Chat with Krishna
2022-10-16 23:19:00,Ayush,I DONT LIKE THE WAY SHE BOTTLES UP HER EMOTIONS,WhatsApp Chat with Krishna
2022-10-16 23:19:00,Ayush,AND PREFER NOT TO SHOW IT,WhatsApp Chat with Krishna
2022-10-17 08:56:00,Krishna,WHO,WhatsApp Chat with Krishna
2022-10-17 08:56:00,Ayush,Sehersha,WhatsApp Chat with Krishna
2022-10-17 10:07:00,Ayush,Like we can change the color of the page of our word document,WhatsApp Chat with Krishna
2022-10-17 10:07:00,Krishna,In what context are you talking,WhatsApp Chat with Krishna
2022-10-17 10:08:00,Krishna,Thank god it wasn't the other way round,WhatsApp Chat with Krishna
2022-10-17 10:08:00,Ayush,Wait,WhatsApp Chat with Krishna
2022-10-17 10:08:00,Ayush,Pch idk,WhatsApp Chat with Krishna
2022-10-17 10:08:00,Krishna,Group nahi,WhatsApp Chat with Krishna
2022-10-17 10:08:00,Ayush,FUCK,WhatsApp Chat with Krishna
2022-10-17 10:08:00,Krishna,Ayush yeh pc hai,WhatsApp Chat with Krishna
2022-10-17 10:08:00,Ayush,Lol,WhatsApp Chat with Krishna
2022-10-17 10:09:00,Ayush,<Media omitted>,WhatsApp Chat with Krishna
2022-10-17 10:09:00,Ayush,Bahahah sehershas trust issues,WhatsApp Chat with Krishna
2022-10-17 10:10:00,Krishna,I think she expresses her thoughts only about stuff she has a strong opinion about,WhatsApp Chat with Krishna
2022-10-17 10:10:00,Krishna,Or like thinks that her opinion matters,WhatsApp Chat with Krishna
2022-10-17 10:11:00,Ayush,Yeah,WhatsApp Chat with Krishna
2022-10-17 10:11:00,Ayush,She thinks too much before talking,WhatsApp Chat with Krishna
2022-10-17 10:11:00,Ayush,And yeah she makes sense almost all the time,WhatsApp Chat with Krishna
2022-10-17 10:11:00,Krishna,Yes,WhatsApp Chat with Krishna
2022-10-17 10:12:00,Krishna,Because she speaks only when she knows she makes sense,WhatsApp Chat with Krishna
2022-10-17 10:12:00,Ayush,Yeah,WhatsApp Chat with Krishna
2022-10-21 19:15:00,Krishna,Sorry galti se i called,WhatsApp Chat with Krishna
2022-10-21 19:22:00,Ayush,Oh,WhatsApp Chat with Krishna
2022-10-21 20:10:00,Ayush,Was this,WhatsApp Chat with Krishna
2022-10-21 20:10:00,Ayush,Harsh,WhatsApp Chat with Krishna
2022-10-21 20:10:00,Ayush,<Media omitted>,WhatsApp Chat with Krishna
2022-10-21 20:37:00,Krishna,And no chill,WhatsApp Chat with Krishna
2022-10-21 20:37:00,Krishna,Firstly mene harsh as in ladke ka naam samajha,WhatsApp Chat with Krishna
2022-10-21 20:37:00,Krishna,No no,WhatsApp Chat with Krishna
2022-10-21 20:38:00,Krishna,Honest tha tu bas,WhatsApp Chat with Krishna
2022-10-21 20:46:00,Ayush,Tu hushar hai bohot,WhatsApp Chat with Krishna
2022-10-21 20:46:00,Ayush,Okay,WhatsApp Chat with Krishna
2022-10-21 20:51:00,Krishna,Awww,WhatsApp Chat with Krishna
2022-10-21 20:59:00,Ayush,Just kidding,WhatsApp Chat with Krishna
2022-10-21 21:41:00,Krishna,Ik,WhatsApp Chat with Krishna
2022-10-21 22:10:00,Ayush,Self awared,WhatsApp Chat with Krishna
2022-10-21 22:33:00,Krishna,Uhhuhh,WhatsApp Chat with Krishna
2022-10-22 20:39:00,Krishna,Missed group video call,WhatsApp Chat with Krishna
2022-10-22 23:06:00,Krishna,Bahar hu,WhatsApp Chat with Krishna
2022-10-22 23:06:00,Krishna,Sorry,WhatsApp Chat with Krishna
2022-10-22 23:06:00,Ayush,okay,WhatsApp Chat with Krishna
2022-10-22 23:06:00,Ayush,Ghar jaate waqt call kar,WhatsApp Chat with Krishna
2022-10-22 23:07:00,Ayush,Yes,WhatsApp Chat with Krishna
2022-10-22 23:07:00,Krishna,Friebds it is,WhatsApp Chat with Krishna
2022-10-22 23:07:00,Ayush,yes,WhatsApp Chat with Krishna
2022-10-22 23:07:00,Krishna,Okay,WhatsApp Chat with Krishna
2022-10-22 23:07:00,Krishna,Okay,WhatsApp Chat with Krishna
2022-10-22 23:07:00,Ayush,As friebds,WhatsApp Chat with Krishna
2022-10-22 23:07:00,Ayush,Are settled,WhatsApp Chat with Krishna
2022-10-22 23:07:00,Krishna,Ohh,WhatsApp Chat with Krishna
2022-10-22 23:07:00,Ayush,How I and sehersha,WhatsApp Chat with Krishna
2022-10-22 23:07:00,Ayush,It's just about,WhatsApp Chat with Krishna
2022-10-22 23:07:00,Ayush,Vo baadme bolta hu,WhatsApp Chat with Krishna
2022-10-22 23:07:00,Krishna,What tea you have,WhatsApp Chat with Krishna
2022-10-22 23:07:00,Krishna,Okay,WhatsApp Chat with Krishna
2022-10-22 23:08:00,Ayush,Friebd,WhatsApp Chat with Krishna
2022-10-22 23:08:00,Ayush,Galtiya,WhatsApp Chat with Krishna
2022-10-22 23:08:00,Ayush,Nikalne aate hi sirf,WhatsApp Chat with Krishna
2022-10-22 23:08:00,Krishna,I SPEND WAY TOO MUCH TIME W YOU,WhatsApp Chat with Krishna
2022-10-22 23:35:00,Ayush,On call,WhatsApp Chat with Krishna
2022-10-22 23:35:00,Ayush,Says this,WhatsApp Chat with Krishna
2022-10-22 23:35:00,Ayush,And talk for half an hour,WhatsApp Chat with Krishna
2022-10-23 00:12:00,Ayush,Did sehersha,WhatsApp Chat with Krishna
2022-10-23 00:12:00,Ayush,Text you,WhatsApp Chat with Krishna
2022-10-23 00:12:00,Ayush,Kal raat or Aaj subah,WhatsApp Chat with Krishna
2022-10-23 00:12:00,Ayush,??,WhatsApp Chat with Krishna
2022-10-23 06:42:00,Krishna,No,WhatsApp Chat with Krishna
2022-10-23 06:43:00,Ayush,Ok,WhatsApp Chat with Krishna
2022-10-23 07:09:00,Krishna,You are chupchap coming to clg and entertaining us,WhatsApp Chat with Krishna
2022-10-23 07:20:00,Ayush,Tumlog to jaoge danda ghumane meko vo vaishnavi ya zaid vagera ke saath rehna padega,WhatsApp Chat with Krishna
2022-10-23 13:16:00,Krishna,Zaid acha hai,WhatsApp Chat with Krishna
2022-10-23 13:17:00,Ayush,meko nai pasand yar,WhatsApp Chat with Krishna
2022-10-23 13:30:00,Krishna,Kyu,WhatsApp Chat with Krishna
2022-10-23 13:30:00,Ayush,Vibes?,WhatsApp Chat with Krishna
2022-10-23 13:30:00,Krishna,Sehersha se chipakata hai isiliye,WhatsApp Chat with Krishna
2022-10-23 13:30:00,Ayush,haa vo bhi,WhatsApp Chat with Krishna
2022-10-23 13:30:00,Ayush,And patani,WhatsApp Chat with Krishna
2022-10-23 13:31:00,Ayush,I get creeped out by every small thing he does,WhatsApp Chat with Krishna
2022-10-23 13:31:00,Krishna,Ohh,WhatsApp Chat with Krishna
2022-10-23 13:31:00,Krishna,Aadil se kaise irritate nahi hota,WhatsApp Chat with Krishna
2022-10-23 13:32:00,Ayush,Patanai,WhatsApp Chat with Krishna
2022-10-23 23:38:00,Ayush,BHAI,WhatsApp Chat with Krishna
2022-10-23 23:39:00,Ayush,SHE JUST LIKE LITERALLY SAID,WhatsApp Chat with Krishna
2022-10-23 23:39:00,Ayush,you don't wanna die virgin do you?,WhatsApp Chat with Krishna
2022-10-23 23:39:00,Ayush,You deleted this message,WhatsApp Chat with Krishna
2022-10-23 23:39:00,Ayush,I want to taste you-,WhatsApp Chat with Krishna
2022-10-23 23:40:00,Ayush,-r blood,WhatsApp Chat with Krishna
2022-10-23 23:44:00,Krishna,Bas bas bas,WhatsApp Chat with Krishna
2022-10-23 23:45:00,Krishna,WOW,WhatsApp Chat with Krishna
2022-10-23 23:45:00,Krishna,By her?,WhatsApp Chat with Krishna
2022-10-23 23:45:00,Ayush,Yes,WhatsApp Chat with Krishna
2022-10-23 23:45:00,Ayush,I was asked first time,WhatsApp Chat with Krishna
2022-10-23 23:45:00,Ayush,For making out,WhatsApp Chat with Krishna
2022-10-23 23:46:00,Krishna,What did you say,WhatsApp Chat with Krishna
2022-10-23 23:46:00,Ayush,no thanks,WhatsApp Chat with Krishna
2022-10-23 23:46:00,Ayush,Imma pass,WhatsApp Chat with Krishna
2022-10-23 23:46:00,Ayush,aur kya bolta,WhatsApp Chat with Krishna
2022-10-23 23:46:00,Krishna,Haa,WhatsApp Chat with Krishna
2022-10-23 23:46:00,Ayush,Were you asked to make out before??,WhatsApp Chat with Krishna
2022-10-23 23:47:00,Krishna,Ohh,WhatsApp Chat with Krishna
2022-10-23 23:47:00,Krishna,What,WhatsApp Chat with Krishna
2022-10-23 23:47:00,Krishna,Ofc,WhatsApp Chat with Krishna
2022-10-23 23:47:00,Ayush,I knew it from the start,WhatsApp Chat with Krishna
2022-10-23 23:47:00,Ayush,Bhai bohot weird hai,WhatsApp Chat with Krishna
2022-10-23 23:47:00,Ayush,I'm asking you that,WhatsApp Chat with Krishna
2022-10-23 23:47:00,Krishna,No,WhatsApp Chat with Krishna
2022-10-23 23:47:00,Ayush,She's gonna ask this,WhatsApp Chat with Krishna
2022-10-23 23:47:00,Krishna,She asked you that?,WhatsApp Chat with Krishna
2022-10-23 23:47:00,Ayush,Achaa,WhatsApp Chat with Krishna
2022-10-23 23:48:00,Krishna,Ohh,WhatsApp Chat with Krishna
2022-10-23 23:48:00,Krishna,Desperate toh bohot hai woh ladki so yeah,WhatsApp Chat with Krishna
2022-10-23 23:48:00,Ayush,Arey she's a good person,WhatsApp Chat with Krishna
2022-10-23 23:48:00,Ayush,I wasn't gonna accept the request,WhatsApp Chat with Krishna
2022-10-23 23:48:00,Ayush,He said,WhatsApp Chat with Krishna
2022-10-23 23:48:00,Krishna,And he said woh acchi ladki hai?,WhatsApp Chat with Krishna
2022-10-23 23:48:00,Ayush,And stuff,WhatsApp Chat with Krishna
2022-10-23 23:48:00,Ayush,Yes,WhatsApp Chat with Krishna
2022-10-23 23:48:00,Ayush,Exchanges nudes,WhatsApp Chat with Krishna
2022-10-23 23:48:00,Ayush,Apparently aadil said ki vo bandi,WhatsApp Chat with Krishna
2022-10-23 23:49:00,Ayush,Haana,WhatsApp Chat with Krishna
2022-10-23 23:49:00,Krishna,"What is his definition of ""good person""?",WhatsApp Chat with Krishna
2022-10-23 23:49:00,Ayush,No ideaa,WhatsApp Chat with Krishna
2022-10-23 23:49:00,Ayush,Slutty chick who can't control her hormones,WhatsApp Chat with Krishna
2022-10-23 23:50:00,Ayush,We are going to watch some movie together,WhatsApp Chat with Krishna
2022-10-23 23:50:00,Ayush,When I come back to pune,WhatsApp Chat with Krishna
2022-10-23 23:50:00,Krishna,Uhuhhh,WhatsApp Chat with Krishna
2022-10-23 23:50:00,Ayush,Kya kar rhi hai,WhatsApp Chat with Krishna
2022-10-23 23:50:00,Krishna,Friends dekhne ki soch rahi hu,WhatsApp Chat with Krishna
2022-10-23 23:51:00,Ayush,gharpe ya bahar,WhatsApp Chat with Krishna
2022-10-23 23:51:00,Krishna,Yes we are,WhatsApp Chat with Krishna
2022-10-23 23:51:00,Krishna,Movie date?,WhatsApp Chat with Krishna
2022-10-23 23:51:00,Ayush,yes.,WhatsApp Chat with Krishna
2022-10-23 23:52:00,Ayush,Tere gharpe,WhatsApp Chat with Krishna
2022-10-23 23:52:00,Krishna,Ig idk,WhatsApp Chat with Krishna
2022-10-23 23:52:00,Krishna,Bahar would be less awkward,WhatsApp Chat with Krishna
2022-10-23 23:52:00,Ayush,Would it be awkward,WhatsApp Chat with Krishna
2022-10-23 23:53:00,Krishna,I mean i live in a joint family so its weird,WhatsApp Chat with Krishna
2022-10-23 23:53:00,Ayush,yea yea,WhatsApp Chat with Krishna
2022-10-23 23:53:00,Ayush,Bahar it is,WhatsApp Chat with Krishna
2022-10-23 23:53:00,Krishna,Yesss,WhatsApp Chat with Krishna
2022-10-24 22:28:00,Krishna,I m out,WhatsApp Chat with Krishna
2022-10-24 22:28:00,Krishna,Kya hua,WhatsApp Chat with Krishna
2022-10-24 22:30:00,Ayush,Aadil yash sehersha,WhatsApp Chat with Krishna
2022-10-24 22:30:00,Ayush,Call pe thee,WhatsApp Chat with Krishna
2022-10-24 22:30:00,Ayush,Oh,WhatsApp Chat with Krishna
2022-10-24 22:30:00,Ayush,Kuch nahi,WhatsApp Chat with Krishna
2022-10-24 22:32:00,Krishna,Okay,WhatsApp Chat with Krishna
2022-10-24 22:32:00,Krishna,Kal i ll call,WhatsApp Chat with Krishna
2022-10-24 22:34:00,Ayush,Yusss,WhatsApp Chat with Krishna
2022-10-30 14:15:00,Krishna,Sun,WhatsApp Chat with Krishna
2022-10-30 14:15:00,Krishna,Mai nahi aa rahi hu,WhatsApp Chat with Krishna
2022-10-30 14:15:00,Krishna,Relatives ke saath bahar jana hai so mom said next week ja friends ke saath,WhatsApp Chat with Krishna
2022-10-30 14:25:00,Ayush,Ok sad,WhatsApp Chat with Krishna
2022-10-30 14:29:00,Krishna,Yes,WhatsApp Chat with Krishna
2022-11-02 13:13:00,Krishna,This message was deleted,WhatsApp Chat with Krishna
2022-11-11 23:24:00,Ayush,I don't think I'll open it,WhatsApp Chat with Krishna
2022-11-11 23:24:00,Ayush,Aur 2 text aaye krishna uske,WhatsApp Chat with Krishna
2022-11-12 19:48:00,Ayush,Idiot,WhatsApp Chat with Krishna
2022-11-12 19:48:00,Ayush,Ye chodhke sab kuch hoga,WhatsApp Chat with Krishna
2022-11-12 19:50:00,Krishna,Haa fuck wahi,WhatsApp Chat with Krishna
2022-11-12 19:52:00,Krishna,Sehersha figured out you said this,WhatsApp Chat with Krishna
2022-11-12 19:52:00,Ayush,Msg forward karegi,WhatsApp Chat with Krishna
2022-11-12 19:52:00,Ayush,To aur kya,WhatsApp Chat with Krishna
2022-11-12 19:53:00,Krishna,Pch still,WhatsApp Chat with Krishna
2022-11-12 19:53:00,Ayush,WOW,WhatsApp Chat with Krishna
2022-11-12 19:53:00,Ayush,toh 11th aur 12th dono ka hai matlab,WhatsApp Chat with Krishna
2022-11-12 19:53:00,Krishna,<Media omitted>,WhatsApp Chat with Krishna
2022-11-12 19:53:00,Ayush,Dumb hai kya,WhatsApp Chat with Krishna
2022-11-12 19:53:00,Krishna,Tu chill kar thoda,WhatsApp Chat with Krishna
2022-11-12 19:54:00,Ayush,Iske upar kya hai,WhatsApp Chat with Krishna
2022-11-12 19:55:00,Krishna,<Media omitted>,WhatsApp Chat with Krishna
2022-11-12 19:55:00,Ayush,Ehh chodh,WhatsApp Chat with Krishna
2022-11-12 19:56:00,Krishna,Can you atleast tell her why you are not talking,WhatsApp Chat with Krishna
2022-11-12 19:56:00,Ayush,Tf i don't really need to talk to her,WhatsApp Chat with Krishna
2022-11-12 19:56:00,Ayush,NO.,WhatsApp Chat with Krishna
2022-11-12 19:56:00,Krishna,Mai use kya bolu,WhatsApp Chat with Krishna
2022-11-12 19:57:00,Ayush,why do you have to tell her,WhatsApp Chat with Krishna
2022-11-12 19:58:00,Krishna,I don't have to,WhatsApp Chat with Krishna
2022-11-12 19:58:00,Krishna,But aise hi ignore nahi kar sakti na,WhatsApp Chat with Krishna
2022-11-12 19:59:00,Ayush,tu chill kar thoda,WhatsApp Chat with Krishna
2022-11-12 19:59:00,Ayush,pchh,WhatsApp Chat with Krishna
2022-11-12 20:08:00,Krishna,Pchh,WhatsApp Chat with Krishna
2022-11-12 23:16:00,Krishna,<Media omitted>,WhatsApp Chat with Krishna
2022-11-12 23:17:00,Ayush,Wtf,WhatsApp Chat with Krishna
2022-11-12 23:17:00,Ayush,I swear,WhatsApp Chat with Krishna
2022-11-12 23:17:00,Ayush,Purposefully nahi kiya,WhatsApp Chat with Krishna
2022-11-12 23:19:00,Krishna,Ik ik,WhatsApp Chat with Krishna
2022-11-12 23:21:00,Krishna,She texted you na,WhatsApp Chat with Krishna
2022-11-12 23:23:00,Ayush,didn't open abhi tak,WhatsApp Chat with Krishna
2022-11-12 23:23:00,Ayush,Soch raha hu Karu ya nahi,WhatsApp Chat with Krishna
2022-11-12 23:23:00,Ayush,yes,WhatsApp Chat with Krishna
2022-11-12 23:24:00,Ayush,Also get used to seeing us not talk,WhatsApp Chat with Krishna
2022-11-12 23:31:00,Krishna,Ughh it's too weird,WhatsApp Chat with Krishna
2022-11-12 23:32:00,Ayush,merese nahi ho raha ye melodrama sehen,WhatsApp Chat with Krishna
2022-11-12 23:32:00,Krishna,I mean what if Monday ko she comes and tells to you,WhatsApp Chat with Krishna
2022-11-12 23:32:00,Krishna,Talks,WhatsApp Chat with Krishna
2022-11-12 23:32:00,Ayush,I'll escape,WhatsApp Chat with Krishna
2022-11-12 23:32:00,Ayush,Uh,WhatsApp Chat with Krishna
2022-11-12 23:32:00,Krishna,How,WhatsApp Chat with Krishna
2022-11-12 23:33:00,Ayush,I mean I am pretty good at shutting the fuck up,WhatsApp Chat with Krishna
2022-11-12 23:33:00,Krishna,Pchhh,WhatsApp Chat with Krishna
2022-11-12 23:35:00,Ayush,"The Friendship is toxic, I don't wanna be a part of it",WhatsApp Chat with Krishna
2022-11-12 23:35:00,Ayush,Mai bol raha hu,WhatsApp Chat with Krishna
2022-11-13 07:20:00,Ayush,2 min,WhatsApp Chat with Krishna
2022-11-13 07:20:00,Ayush,Acha sun,WhatsApp Chat with Krishna
2022-11-13 07:20:00,Krishna,Ayus,WhatsApp Chat with Krishna
2022-11-13 07:20:00,Krishna,Ayus,WhatsApp Chat with Krishna
2022-11-13 07:20:00,Krishna,Bol,WhatsApp Chat with Krishna
2022-11-13 07:20:00,Ayush,Krishna,WhatsApp Chat with Krishna
2022-11-13 07:20:00,Ayush,Krishna,WhatsApp Chat with Krishna
2022-11-13 07:20:00,Ayush,Krishna,WhatsApp Chat with Krishna
2022-11-13 07:20:00,Krishna,Okay okay,WhatsApp Chat with Krishna
2022-11-13 07:20:00,Krishna,Ayus,WhatsApp Chat with Krishna
2022-11-13 07:21:00,Ayush,<Media omitted>,WhatsApp Chat with Krishna
2022-11-13 07:21:00,Krishna,Woah.,WhatsApp Chat with Krishna
2022-11-13 07:22:00,Ayush,"Dekh, should I become the bad guy and say something that'll make her hate me, something like, I've only been friends with you just to date you, now that I don't have such intentions, I am ending it",WhatsApp Chat with Krishna
2022-11-13 07:22:00,Krishna,No no no,WhatsApp Chat with Krishna
2022-11-13 07:23:00,Ayush,Kya bolu fir,WhatsApp Chat with Krishna
2022-11-13 07:23:00,Ayush,then usko lagega mai chutiya Banda tha and we'll stop talking,WhatsApp Chat with Krishna
2022-11-13 07:23:00,Krishna,Aise kn hoga,WhatsApp Chat with Krishna
2022-11-13 07:23:00,Krishna,She knows you to the level that she will understand you are lying,WhatsApp Chat with Krishna
2022-11-13 07:23:00,Ayush,pch,WhatsApp Chat with Krishna
2022-11-13 07:23:00,Ayush,Mujhe nahi baat karna hai honestly,WhatsApp Chat with Krishna
2022-11-13 07:24:00,Ayush,Aur usee justify bhi nahi karne reasons,WhatsApp Chat with Krishna
2022-11-13 07:25:00,Ayush,"fuck it, wahi bol deta hu",WhatsApp Chat with Krishna
2022-11-13 07:30:00,Ayush,"I've only been friends with you just to date you. That's the truth. I am a completely bad person. Now that I don't have such intentions, I am ending it. I was selfish, inconsiderate, immature and a kid all this time. Please don't make any efforts in not letting this end.",WhatsApp Chat with Krishna
2022-11-13 07:31:00,Ayush,Bhej diya,WhatsApp Chat with Krishna
2022-11-13 08:51:00,Krishna,Wtf is wrong w you ayush,WhatsApp Chat with Krishna
2022-11-13 08:51:00,Krishna,Mai bet laga sakti hu she won't buy your lie,WhatsApp Chat with Krishna
2022-11-13 08:53:00,Ayush,ikr,WhatsApp Chat with Krishna
2022-11-13 08:54:00,Ayush,"and if she believes it, PLEASE DONT TELL HER THIS THING, PLS PLS PLS PLS",WhatsApp Chat with Krishna
2022-11-13 09:06:00,Krishna,What thing,WhatsApp Chat with Krishna
2022-11-13 09:09:00,Ayush,Ki it's not true,WhatsApp Chat with Krishna
2022-11-13 09:09:00,Ayush,And I made things up,WhatsApp Chat with Krishna
2022-11-13 09:11:00,Krishna,I wont,WhatsApp Chat with Krishna
2022-11-13 09:11:00,Krishna,Yeah ofc,WhatsApp Chat with Krishna
2022-11-13 09:14:00,Ayush,Cool,WhatsApp Chat with Krishna
2022-11-14 21:49:00,Krishna,Hey,WhatsApp Chat with Krishna
2022-11-14 21:49:00,Krishna,Talk to me,WhatsApp Chat with Krishna
2022-11-14 21:49:00,Krishna,I m bored,WhatsApp Chat with Krishna
2022-11-14 21:49:00,Ayush,Bhai same,WhatsApp Chat with Krishna
2022-11-14 21:49:00,Ayush,Lol,WhatsApp Chat with Krishna
2022-11-14 21:49:00,Ayush,Ur pfp,WhatsApp Chat with Krishna
2022-11-14 21:49:00,Ayush,Tu hai?,WhatsApp Chat with Krishna
2022-11-14 21:51:00,Ayush,Kitni golu thi,WhatsApp Chat with Krishna
2022-11-14 21:51:00,Krishna,Haa,WhatsApp Chat with Krishna
2022-11-14 21:51:00,Ayush,Wtf,WhatsApp Chat with Krishna
2022-11-14 21:52:00,Krishna,Ikr,WhatsApp Chat with Krishna
2022-11-14 21:52:00,Krishna,I was a fat kid,WhatsApp Chat with Krishna
2022-11-14 21:52:00,Ayush,Chubby*,WhatsApp Chat with Krishna
2022-11-14 21:52:00,Krishna,Yeah yeah okey,WhatsApp Chat with Krishna
2022-11-14 21:53:00,Ayush,Jaise ki?,WhatsApp Chat with Krishna
2022-11-14 21:53:00,Krishna,Your thing only re,WhatsApp Chat with Krishna
2022-11-14 21:53:00,Krishna,Nahi woh meri mom ko thode aur details chahiye,WhatsApp Chat with Krishna
2022-11-14 21:53:00,Ayush,Kyu kya hua,WhatsApp Chat with Krishna
2022-11-14 21:53:00,Ayush,?,WhatsApp Chat with Krishna
2022-11-14 21:53:00,Ayush,Register kiya,WhatsApp Chat with Krishna
2022-11-14 21:53:00,Ayush,Aur,WhatsApp Chat with Krishna
2022-11-14 21:53:00,Krishna,Bhai mujhe sehersha ke liye bura lag raha hai,WhatsApp Chat with Krishna
2022-11-14 21:54:00,Ayush,pchh,WhatsApp Chat with Krishna
2022-11-14 21:54:00,Ayush,Usko bhi nhi lag rha hoga,WhatsApp Chat with Krishna
2022-11-14 21:56:00,Krishna,Patanai,WhatsApp Chat with Krishna
2022-11-14 21:57:00,Ayush,and ZAID and ANSH,WhatsApp Chat with Krishna
2022-11-14 21:57:00,Krishna,Mujhe lag raha hai na,WhatsApp Chat with Krishna
2022-11-14 21:57:00,Ayush,"tu chill karna, she has VAISHNAVI now",WhatsApp Chat with Krishna
2022-11-14 21:58:00,Ayush,nai nai get started,WhatsApp Chat with Krishna
2022-11-14 21:58:00,Krishna,Bhai Bhai bhai don't even get me started,WhatsApp Chat with Krishna
