timestamp,sender,message,contact
2024-05-20 18:43:00,Ayush,Time lagla tula??,WhatsApp Chat with Aaryaa Ranade
2024-05-20 18:56:00,Ayush,ohhh,WhatsApp Chat with Aaryaa Ranade
2024-05-20 18:56:00,Ayush,it was nice meeting you,WhatsApp Chat with Aaryaa Ranade
2024-05-20 18:57:00,Ayush,<Media omitted>,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:01:00,Aaryaa Ranade,<Media omitted>,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:01:00,Aaryaa Ranade,<Media omitted>,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:01:00,Aaryaa Ranade,Lmaooo,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:01:00,Aaryaa Ranade,<Media omitted>,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:01:00,Aaryaa Ranade,CRAZYYY,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:01:00,Aaryaa Ranade,After 5 years,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:01:00,Aaryaa Ranade,Hainaa,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:01:00,Aaryaa Ranade,It was super fun,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:14:00,Ayush,wahi na,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:14:00,Ayush,fr fr,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:15:00,Ayush,cute,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:15:00,Ayush,next time barberry,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:23:00,Aaryaa Ranade,Ooh yes pakka,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:23:00,Aaryaa Ranade,But aise honestly laga nahi. Like it wasn't awkward or anything,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:23:00,Aaryaa Ranade,Atleast I didn't think so,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:23:00,Aaryaa Ranade,I just yap a lot,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:26:00,Ayush,does she even like me vagera,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:26:00,Ayush,yea yea true,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:26:00,Ayush,at the beginning I was thinking,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:27:00,Ayush,no it was bearable,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:30:00,Aaryaa Ranade,Why would I not,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:31:00,Aaryaa Ranade,We were always good friends,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:31:00,Aaryaa Ranade,Badme shit hua toh i figured everyone hated me,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:31:00,Aaryaa Ranade,Wow okay,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:45:00,Ayush,idk,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:45:00,Ayush,yea we definitely were,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:46:00,Ayush,I'm kidding you're fun,WhatsApp Chat with Aaryaa Ranade
2024-05-20 19:46:00,Ayush,I only got to know all of that when u told me today,WhatsApp Chat with Aaryaa Ranade
2024-05-20 20:15:00,Aaryaa Ranade,What?? Fr fr?,WhatsApp Chat with Aaryaa Ranade
2024-05-20 20:15:00,Aaryaa Ranade,That's so weird,WhatsApp Chat with Aaryaa Ranade
2024-05-20 20:15:00,Aaryaa Ranade,I thought y'all would know the entire scene by now,WhatsApp Chat with Aaryaa Ranade
2024-05-20 20:15:00,Aaryaa Ranade,Ayyy lesgooo,WhatsApp Chat with Aaryaa Ranade
2024-05-20 20:32:00,Ayush,yeaa I heard tejas for the first time today,WhatsApp Chat with Aaryaa Ranade
2024-05-20 20:32:00,Ayush,nahi na,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:01:00,Aaryaa Ranade,Holy shit,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:01:00,Aaryaa Ranade,I thought y'all were close,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:02:00,Aaryaa Ranade,I feel like there was sm to unpack with them. Tbh itne secrets and drama hamesha rehte the unke sath,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:10:00,Ayush,haana it almost became exhausting after a point,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:10:00,Ayush,navala nusta,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:11:00,Ayush,and I wasn't the person to get unnecessarily involved,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:16:00,Aaryaa Ranade,Tf. That's so weird.,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:16:00,Aaryaa Ranade,I mean if I was continuously friends with someone since 3rd I'd be close with them,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:16:00,Aaryaa Ranade,Omg legit. I thought I was the only one,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:17:00,Aaryaa Ranade,Ha vohi. Itna calm person hai tu,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:28:00,Ayush,"I guess but look if something shareable happened in my life, it was either ojas or utkarsh I'd go to",WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:28:00,Ayush,nono nothing has changed still,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:29:00,Ayush,arey cutu,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:36:00,Aaryaa Ranade,Okay yeah that's fair. It's also cuz they have been in ur life for so long.,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:37:00,Aaryaa Ranade,And honestly even when it was the 6 if us hanging out. U could tell there was an inner circle,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:37:00,Aaryaa Ranade,Oof. Atleast u don't have to meet them that often,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:38:00,Aaryaa Ranade,<Media omitted>,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:44:00,Ayush,yea that's what,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:46:00,Ayush,yes. I mean I didn't care because the boys were all cool but should've sucked for you,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:46:00,Ayush,I feel bad now but I was way too childish then,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:47:00,Ayush,big W,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:57:00,Aaryaa Ranade,Yeah well didn't matter. Only friends i had. Thought it was a phase or smthn.,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:57:00,Aaryaa Ranade,I mean I did have u guys to talk to. Just didn't think ud wanna. Make sense?,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:58:00,Aaryaa Ranade,Aww. U don't have to dw. Everythings cool now,WhatsApp Chat with Aaryaa Ranade
2024-05-20 21:58:00,Aaryaa Ranade,And we're still talking. That has to count,WhatsApp Chat with Aaryaa Ranade
2024-05-20 22:31:00,Ayush,Mhmm,WhatsApp Chat with Aaryaa Ranade
2024-05-20 22:32:00,Ayush,yea fair but we would've listened tbh,WhatsApp Chat with Aaryaa Ranade
2024-05-20 22:32:00,Ayush,because we only knew one side of whatever happened,WhatsApp Chat with Aaryaa Ranade
2024-05-20 22:33:00,Ayush,"definitely, I'm glad we did",WhatsApp Chat with Aaryaa Ranade
2024-05-20 23:18:00,Aaryaa Ranade,Mm yeah prolly.,WhatsApp Chat with Aaryaa Ranade
2024-05-20 23:19:00,Aaryaa Ranade,Yeah true.,WhatsApp Chat with Aaryaa Ranade
2024-05-20 23:20:00,Aaryaa Ranade,Doesn't matter anymore tho,WhatsApp Chat with Aaryaa Ranade
2024-05-20 23:20:00,Aaryaa Ranade,Haina same,WhatsApp Chat with Aaryaa Ranade
2024-05-20 23:21:00,Aaryaa Ranade,Kinda missed y'all ngl,WhatsApp Chat with Aaryaa Ranade
2024-05-20 23:30:00,Ayush,Uhhuh,WhatsApp Chat with Aaryaa Ranade
2024-05-20 23:31:00,Ayush,it felt long awaited,WhatsApp Chat with Aaryaa Ranade
2024-05-20 23:31:00,Ayush,haana,WhatsApp Chat with Aaryaa Ranade
2024-05-20 23:34:00,Aaryaa Ranade,Exactly,WhatsApp Chat with Aaryaa Ranade
2024-05-20 23:34:00,Aaryaa Ranade,<Media omitted>,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:24:00,Ayush,hung up on me,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:24:00,Aaryaa Ranade,I thought u were saying bye,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:24:00,Aaryaa Ranade,And hi Gaya convo,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:24:00,Ayush,i said,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:25:00,Aaryaa Ranade,It's fun to see ur spams,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:25:00,Aaryaa Ranade,Haww,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:25:00,Ayush,no,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:25:00,Aaryaa Ranade,What no. Why,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:25:00,Ayush,no I won't,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:25:00,Ayush,now*,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:25:00,Ayush,I am gonna spam u on Instagram,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:25:00,Aaryaa Ranade,Lmaoo yes u can,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:26:00,Aaryaa Ranade,U can't do that to me,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:26:00,Aaryaa Ranade,We need to make up for 5 yrs worth of texts and spams,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:26:00,Ayush,we need to make up for 5 yrs of lots of things,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:27:00,Aaryaa Ranade,Ooh yes definitely,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:27:00,Aaryaa Ranade,It would've been a very fun 5 years,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:27:00,Aaryaa Ranade,Hella flirty,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:27:00,Ayush,I don't know like,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:27:00,Ayush,we would've been close,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:27:00,Ayush,but,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:27:00,Ayush,do you think,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:28:00,Aaryaa Ranade,Around 10th ish,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:28:00,Ayush,I guess yea,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:28:00,Ayush,I mean yes.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:28:00,Ayush,besties fs,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:28:00,Ayush,no stfu,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:28:00,Aaryaa Ranade,Yeah ofc. I mean look at us now. It doesn't seem like it's been super long since we talked,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:28:00,Ayush,We would flirt in 8th grade when u left school at 7th,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:28:00,Aaryaa Ranade,Prolly not. But later maybe.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:29:00,Aaryaa Ranade,Yeah duh ofc,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:29:00,Ayush,now we're coquette babes,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:29:00,Ayush,so close enough ig,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:29:00,Aaryaa Ranade,That toh we'll be in like what? A month. I hope,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:29:00,Aaryaa Ranade,Lmaoo yes. Coquette babes is definitely a vibe,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:30:00,Aaryaa Ranade,It's gonna be so fun,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:30:00,Aaryaa Ranade,Hainaa exactly.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:30:00,Ayush,Fs fs,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:30:00,Ayush,at this rate yes.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:30:00,Ayush,have u watched suits,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:31:00,Aaryaa Ranade,Like ik fs that this year is gonna be so entertaining now that we've started talking again,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:31:00,Aaryaa Ranade,Not really. A couple episodes beech beech mai. Cuz maa used to watch,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:32:00,Ayush,yeaaa,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:32:00,Ayush,I'm excited about not just talking,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:32:00,Ayush,acha ha so,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:33:00,Ayush,"first kiss, first prom, first sex",WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:33:00,Ayush,named tess,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:33:00,Ayush,so it is shown that they've done all their first times together,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:33:00,Ayush,there's this guy named mike Ross,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:33:00,Ayush,And he has this childhood friend,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:34:00,Aaryaa Ranade,it's gonna be extra fun for u then,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:34:00,Ayush,and I always felt like even I want someone like that,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:34:00,Ayush,don't act like it's just for me.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:34:00,Ayush,but then there were no such childhood friends that I vibed with,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:35:00,Ayush,stop playing with me,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:35:00,Aaryaa Ranade,No what? I have a sexy body,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:35:00,Ayush,crazy victim card,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:35:00,Aaryaa Ranade,That's actually cool. It's gonna be fun,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:35:00,Ayush,u mad kya,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:35:00,Aaryaa Ranade,Haww,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:35:00,Aaryaa Ranade,Are u using me for my body???,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:35:00,Ayush,now there's a glimmer of hope,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:35:00,Aaryaa Ranade,I currently have a whole boyfriend for that uk,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:35:00,Ayush,uhhhuh,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:36:00,Aaryaa Ranade,Nah bro I'm not mad at u? Why would I be,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:36:00,Ayush,precisely why I said diwali????,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:36:00,Ayush,but then I conveniently,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:36:00,Ayush,preponed it,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:36:00,Aaryaa Ranade,Are u gonna stop talking to me cuz I have dhruv?,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:36:00,Ayush,not that I'm complaining,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:37:00,Ayush,i haven't yet that has to count,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:37:00,Ayush,no I asked like Are you mad? Mad as in stupid wala,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:37:00,Aaryaa Ranade,Is anyone,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:37:00,Aaryaa Ranade,Interesting,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:37:00,Aaryaa Ranade,So u think we're gonna be done by then?,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:37:00,Ayush,yessir,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:38:00,Aaryaa Ranade,I know,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:38:00,Ayush,unhinged hai tu,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:38:00,Ayush,yes.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:38:00,Aaryaa Ranade,What is i don't breakup? Childhood friends khatam?,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:38:00,Aaryaa Ranade,Oh lmao. Mentally unstable counts?,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:38:00,Ayush,idk,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:38:00,Ayush,maybe,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:39:00,Ayush,you don't have to break up,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:39:00,Ayush,Why would you,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:39:00,Ayush,and there's no such thing as childhood friends khatam,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:40:00,Aaryaa Ranade,Also i always thought that I should have a childhood friend. But I kept moving sm.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:40:00,Aaryaa Ranade,Aww that's actually so sweet.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:40:00,Aaryaa Ranade,I mean if 5 years of ghosting didn't stop us this shouldn't,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:40:00,Ayush,by this u mean dhruv?,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:41:00,Ayush,yes.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:41:00,Ayush,now here we are,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:41:00,Aaryaa Ranade,I'm super super happy we meet tho,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:41:00,Aaryaa Ranade,Yeah.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:42:00,Ayush,ooooh,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:42:00,Aaryaa Ranade,It's so fucking INSANE AGHHHHH,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:42:00,Aaryaa Ranade,U have no idea how excited I am,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:42:00,Ayush,IKR,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:42:00,Ayush,for what,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:42:00,Aaryaa Ranade,Idk. Just to have out again,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:43:00,Aaryaa Ranade,Hang,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:43:00,Ayush,Gimme the real answer,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:44:00,Aaryaa Ranade,In general.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:44:00,Aaryaa Ranade,I wasn't talking about our Diwali deal,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:45:00,Ayush,crazy how u phrase it diwali deal,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:45:00,Ayush,uhhuh,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:45:00,Ayush,so am i,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:46:00,Aaryaa Ranade,I mean if u have a better name u can use that,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:46:00,Aaryaa Ranade,Don't sound sm but I'll take ur word for it,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:46:00,Ayush,no let's go with that,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:46:00,Ayush,no i definitely am,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:46:00,Ayush,what a vibe man,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:46:00,Ayush,it's refreshing,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:47:00,Ayush,and,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:47:00,Ayush,with all sorts of moments,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:47:00,Ayush,don't you think my first kiss should be,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:47:00,Ayush,Meaningful,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:48:00,Aaryaa Ranade,Yay. See told u im hilarious,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:48:00,Aaryaa Ranade,Hainaa. Like we just instantly matched,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:48:00,Ayush,blah blah blah,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:48:00,Ayush,yeaaa exactly.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:49:00,Aaryaa Ranade,Yeah ofc duh. The first kiss is always crazy. I had a panic attack,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:49:00,Aaryaa Ranade,Mini wala,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:49:00,Aaryaa Ranade,But yes. True. Why do u ask??,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:50:00,Aaryaa Ranade,Wait so ur dead serious about the Diwali thing?,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:50:00,Ayush,nooo why do you think,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:50:00,Ayush,you know why.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:51:00,Ayush,That has a bf,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:51:00,Aaryaa Ranade,Lol okay yeah point,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:51:00,Aaryaa Ranade,It's almost 3. Cut me some slack. Brains half asleep,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:51:00,Ayush,I will makeout with a chick,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:52:00,Ayush,yea,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:52:00,Ayush,goodnight,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:52:00,Aaryaa Ranade,Nighty night,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:52:00,Aaryaa Ranade,Sleep tight,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:52:00,Aaryaa Ranade,If u have a dream about me ur legally obligated to tell me,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:53:00,Aaryaa Ranade,I'm never find stop judging u for that,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:53:00,Aaryaa Ranade,A girl can try,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:53:00,Ayush,don't have hopes,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:53:00,Ayush,I'm loyal to ananya pandey,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:54:00,Ayush,I've not judged u for dhruv,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:54:00,Ayush,I expect the same with my girl.,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:54:00,Ayush,good try maybe Christmas,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:54:00,Aaryaa Ranade,Ouch. Don't like him that much huh,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:55:00,Ayush,I'm unopinionated,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:55:00,Ayush,aisa kn hai,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:55:00,Aaryaa Ranade,Yeah u,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:55:00,Ayush,me?,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:55:00,Aaryaa Ranade,Okay fair. I'll find smthn else,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:55:00,Aaryaa Ranade,Oof. Ig it's worth the wait,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:56:00,Ayush,Kuch nahi,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:56:00,Ayush,bug time,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:56:00,Ayush,big*,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:56:00,Ayush,pls keep it in your pants,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:56:00,Aaryaa Ranade,Whats kn? I've used it several times,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:56:00,Ayush,And go sleep,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:56:00,Aaryaa Ranade,Ehh okay,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:57:00,Aaryaa Ranade,Yes thank you for bestowing this gift upon me,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:57:00,Ayush,as long as he doesn't find out,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:57:00,Ayush,you're welcome,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:57:00,Aaryaa Ranade,Unique,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:57:00,Aaryaa Ranade,Wow. I've never seen that used,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:57:00,Aaryaa Ranade,Do I have to,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:58:00,Aaryaa Ranade,That can be easily arranged,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:59:00,Aaryaa Ranade,Okay I'll genuinely sleep now. The phone almost feel on my face,WhatsApp Chat with Aaryaa Ranade
2024-05-24 02:59:00,Aaryaa Ranade,Gnight :)),WhatsApp Chat with Aaryaa Ranade
